,business_dba,business_type,location_1,location_1_location,latitude,longitude
5,ONE STOP SHOP,PACKAGE,"{'type': 'Point', 'coordinates': [-94.514571, 39.090294]}",5805 17TH STREET 64126-,39.090294,-94.514571
6,MISSOURI TITLE LOANS 2,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.585915, 39.059078]}",3731 MAIN STREET 64111-,39.059078,-94.585915
8,"JIMMY'S JIGGER/JAZZ, A LOUISIANA KICTHEN",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.606535, 39.057288]}",1823 39TH STREET 64111,39.057288,-94.606535
10,7-ELEVEN STORE #18711C,PACKAGE,"{'type': 'Point', 'coordinates': [-94.520576, 39.076321]}",2636 VAN BRUNT BLVD 64127,39.076321,-94.520576
11,KANSAS CITY BLUES JUKE HOUSE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.562012, 39.091195]}",1700 E 18TH STREET 64108-,39.091195,-94.562012
12,I PHO TOWER.,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.562672, 39.106703]}",1447 INDEPENDENCE 64106-,39.106703,-94.562672
13,BENTON MARKET & GAS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.549674, 39.090695]}",1800 BENTON AVENUE 64127,39.090695,-94.549674
14,IRA COLLINS,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.724298, 38.983891]}",7932 HALSEY STREET 66215-,38.983891,-94.724298
15,VOLTAIRE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.604936, 39.093989]}",1617 GENESSEE STREET 64102-,39.093989,-94.604936
17,MERCEDES BENZ OF KANSAS CITY,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.605958, 38.87616]}",13851 MADISON 64145-,38.87616,-94.605958
18,NTB #676,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.592391, 39.195808]}",700 ENGLEWOOD ROAD 64118-,39.195808,-94.592391
19,L.P.'S AUTOMOTIVE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.49364, 38.951758]}",8200 E BANNISTER ROAD 64134-,38.951758,-94.49364
20,BB'S LAWNSIDE BAR-B-QUE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.575186, 38.973365]}",1205 E 85TH STREET 64131,38.973365,-94.575186
21,"TOP SPOT, THE",PACKAGE,"{'type': 'Point', 'coordinates': [-94.557116, 39.077572]}",2640 BROOKLYN 64127-,39.077572,-94.557116
23,SAM'S TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.563646, 39.22703]}",1305 NE 74TH STREET 64118-,39.22703,-94.563646
24,SEASONS 52,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590893, 39.040677]}",340 WARD PARKWAY 64112-,39.040677,-94.590893
25,Q39,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.598479, 39.057067]}",1000 W 39TH 64111-,39.057067,-94.598479
26,EXECUTIVE LIMO,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.676155, 39.267951]}",9701 N CONANT AVENUE 64153-,39.267951,-94.676155
27,BROWNES MARKET & DELI,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.592501, 39.067554]}",3300 PENNSYLVANIA AVENUE 64111,39.067554,-94.592501
28,UNDERDOG WINE CO.,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583897, 39.027508]}",319 E 55TH STREET 64113-,39.027508,-94.583897
29,"EDGE OF HELL, THE",AMUSEMENT,"{'type': 'Point', 'coordinates': [-94.600119, 39.100738]}",1300 W 12TH STREET 64101-,39.100738,-94.600119
30,SHERATON KC GIFT SHOP,PACKAGE,"{'type': 'Point', 'coordinates': [-94.580455, 39.085018]}",2345 MCGEE 64108-,39.085018,-94.580455
31,WAFFLE HOUSE #1006,AMUSEMENT DEVICE EXHIBITOR,"{'type': 'Point', 'coordinates': [-94.50206, 39.130288]}",6840 E FRONT STREET 64120-,39.130288,-94.50206
32,LOHR DISTRIBUTING COMPANY,WHOLESALER,"{'type': 'Point', 'coordinates': [-94.513743, 39.13896]}",1681 N TOPPING AVENUE 64120-,39.13896,-94.513743
33,KAUFFMAN STADIUM-(ARAMARK SPORTS & ENTERTAINMENT SERVICES),RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.482822, 39.051497]}",ONE ROYAL WAY 64129-,39.051497,-94.482822
34,HAFKEMEYER MOTORS,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.591476, 38.998729]}",7115 WYANDOTTE STREET 64114-,38.998729,-94.591476
36,KANSAS CITY ROSE SOCIETY,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.594371, 39.037231]}",5200 PENNSYLVANIA 64112-,39.037231,-94.594371
37,BLUE VALLEY MARKET,PACKAGE,"{'type': 'Point', 'coordinates': [-94.540185, 39.047363]}",4300 CLEVELAND AVENUE 64130,39.047363,-94.540185
38,PHILLIPS 66,PACKAGE,"{'type': 'Point', 'coordinates': [-94.597673, 38.882983]}",125 W 135TH STREET 64145,38.882983,-94.597673
39,KC CARRIAGES,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.572566, 39.049492]}",4232 TROOST AVENUE 64110-,39.049492,-94.572566
40,NOODLES & COMPANY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.661174, 39.24945]}",8538 NW PRAIRIE VIEW ROAD 64153-,39.24945,-94.661174
41,SHOAL CREEK GOLF COURSE,TAVERN,"{'type': 'Point', 'coordinates': [-94.487262, 39.253832]}",8905 N SHOAL CREEK PARKWAY 64157-,39.253832,-94.487262
43,AFRO BEAT BAR & GRILL,TAVERN,"{'type': 'Point', 'coordinates': [-94.582418, 38.94777]}",9922 HOLMES ROAD 64131-,38.94777,-94.582418
44,STEVE AND RITA'S ANTOINETTES RESTAURANT,TAVERN,"{'type': 'Point', 'coordinates': [-94.521316, 39.17702]}",4545 N BRIGHTON AVENUE 64117,39.17702,-94.521316
45,BROOKSIDE WINE & SPIRITS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.59629, 39.014238]}",600 E 63RD STREET 64113-,39.014238,-94.59629
46,TOMMY'S-THE HAPPY PLACE,TAVERN,"{'type': 'Point', 'coordinates': [-94.594665, 38.982239]}",8019 WORNALL 64114-,38.982239,-94.594665
47,QUIK TRIP #176,PACKAGE,"{'type': 'Point', 'coordinates': [-94.601493, 39.049943]}",1301 WESTPORT ROAD 64111-4226,39.049943,-94.601493
48,RECORD BAR,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.598748, 39.04985]}",1020 WESTPORT ROAD 64111,39.04985,-94.598748
49,WORLD LIQUORS 2,PACKAGE,"{'type': 'Point', 'coordinates': [-94.58788, 39.217418]}",600 NW 68TH STREET 64118-,39.217418,-94.58788
50,COSENTINO'S DOWNTOWN MARKET,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583051, 39.098594]}",10 13TH STREET 64106-,39.098594,-94.583051
51,MR LE'S SUSHI,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.52116, 39.167047]}",5024 NE PARVIN ROAD 64117-,39.167047,-94.52116
52,ALAMO RESTAURANT & LOUNGE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.521271, 39.167047]}",5010 PARVIN ROAD 64117-,39.167047,-94.521271
53,PALETERIA TROPICANA,SIDEWALK CAFE,"{'type': 'Point', 'coordinates': [-94.59424, 39.084509]}",830 SOUTHWEST BLVD 64108-,39.084509,-94.59424
54,"MARKET IN BROOKSIDE, THE",PACKAGE,"{'type': 'Point', 'coordinates': [-94.58928, 39.014848]}",14 W 62ND TERRACE 64113,39.014848,-94.58928
55,KC PHANTOM GROUP,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.577425, 39.064988]}",3407 KENWOOD AVENUE 64109-,39.064988,-94.577425
56,BANNISTER FOOD MART,PACKAGE,"{'type': 'Point', 'coordinates': [-94.526125, 38.95309]}",5501 E BANNISTER ROAD 64137-,38.95309,-94.526125
57,HARPOS,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.59109, 39.052469]}",4109 PENNSYLVANIA AVENUE 64111,39.052469,-94.59109
58,ROSWOLD FOUNDATION FOR INJURED CHILDREN,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.580881, 39.100932]}",1102 GRAND BLVD 64106-,39.100932,-94.580881
59,SPEEDY CASH 2,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.571694, 39.013124]}",1331 E 63RD STREET 64110-,39.013124,-94.571694
60,"BROOKSIDER BAR & GRILL,THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590765, 39.012904]}",6330 BROOKSIDE PLAZA 64113-,39.012904,-94.590765
61,CELLAR AND LOFT II,TAVERN,"{'type': 'Point', 'coordinates': [-94.581512, 39.108291]}",525 WALNUT 64106-,39.108291,-94.581512
62,QUIK TRIP #190,PACKAGE,"{'type': 'Point', 'coordinates': [-94.59305, 38.997758]}",344 W 72ND STREET 64114-5744,38.997758,-94.59305
64,OAK 63,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.583578, 39.013668]}",408 E 63RD STREET 64110-,39.013668,-94.583578
65,GO MART,PACKAGE,"{'type': 'Point', 'coordinates': [-94.518952, 39.094073]}",5405 TRUMAN ROAD 64127-,39.094073,-94.518952
66,SEVA CUISINE OF INDIA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.465476, 39.247289]}",8674 NE FLINTLOCK ROAD 64157-,39.247289,-94.465476
67,FAULKNER'S RANCH,TAVERN,"{'type': 'Point', 'coordinates': [-94.473036, 38.929502]}",10600 RAYTOWN ROAD 64134-,38.929502,-94.473036
68,WALGREENS #4211,PACKAGE,"{'type': 'Point', 'coordinates': [-94.572946, 39.042593]}",4630 TROOST 64110-,39.042593,-94.572946
69,PEARL'S LOUNGE,TAVERN,"{'type': 'Point', 'coordinates': [-94.499778, 38.965382]}",8736 BLUE RIDGE BLVD 64138,38.965382,-94.499778
70,LONGHORN STEAKHOUSE OF LIBERTY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.46295, 39.244908]}",9400 NE BARRY ROAD 64157-,39.244908,-94.46295
71,FAST STOP #1,PACKAGE,"{'type': 'Point', 'coordinates': [-94.5403, 39.105948]}",3500 INDEPENDENCE AVENUE 64124-,39.105948,-94.5403
72,LA BODEGA....,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.592996, 39.085185]}",703 SOUTHWEST BLVD 64108,39.085185,-94.592996
73,UPTOWN THE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590546, 39.061102]}",3700 BROADWAY STREET 64111,39.061102,-94.590546
75,WALDO PIZZA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.593767, 38.993133]}",7433-7437 BROADWAY STREET 64114,38.993133,-94.593767
77,BAR TWELVE,TAVERN,"{'type': 'Point', 'coordinates': [-94.58592, 39.196217]}",418-422 NW ENGLEWOOD ROAD 64118-,39.196217,-94.58592
78,ARAMARK SPORTS AND ENTERTAINMENT SERVICES - STARLIGHT,THEATER,"{'type': 'Point', 'coordinates': [-94.534888, 39.008258]}",4600 STARLIGHT ROAD 64132-,39.008258,-94.534888
79,"BROADWAY JAZZ CLUB,, ,THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590446, 39.061839]}",3601 BROADWAY ROAD 64111-,39.061839,-94.590446
80,BARTEL SALES,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.576549, 38.972879]}",8539 TROOST 64131-,38.972879,-94.576549
81,BUZZARD BEACH,TAVERN,"{'type': 'Point', 'coordinates': [-94.591086, 39.052362]}",4110 PENNSYLVANIA AVENUE 64111,39.052362,-94.591086
82,BERBIGLIA WINE & SPIRITS #72,PACKAGE,"{'type': 'Point', 'coordinates': [-94.600623, 39.049903]}",1215 WESTPORT ROAD 64111-,39.049903,-94.600623
83,JOHNNY'S TAVERN,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.581056, 39.098093]}",1310 GRAND BLVD 64106-,39.098093,-94.581056
84,CVS/PHARMACY #5663,PACKAGE,"{'type': 'Point', 'coordinates': [-94.591242, 39.014674]}",6244 BROOKSIDE BLVD 64113-,39.014674,-94.591242
85,OFF CENTER STAGE/ AMERICAN HEARTLAND THEATRE,TAVERN,"{'type': 'Point', 'coordinates': [-94.581836, 39.082565]}",2450 GRAND BLVD 64108-,39.082565,-94.581836
86,SIDESTREET BAR & GRILL,TAVERN,"{'type': 'Point', 'coordinates': [-94.579813, 39.066289]}",413 E 33RD STREET 64109,39.066289,-94.579813
87,NOODLES AND COMPANY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.594053, 39.041379]}",540 NICHOLS ROAD 64112-,39.041379,-94.594053
88,PRS-SEDAN TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.77963, 38.963337]}",9103 RENNER BLVD 66219-,38.963337,-94.77963
89,WASABI,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.453757, 39.270108]}",9763 N CEDAR AVENUE 64157-,39.270108,-94.453757
90,AMBASSADOR HOTEL RESERVE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.580825, 39.100688]}",1111 GRAND BLVD 64106-,39.100688,-94.580825
91,GAS-MART USA #108,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583426, 38.925304]}",11100 HOLMES 64131-,38.925304,-94.583426
92,STROUD'S OAKRIDGE MANOR,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.512646, 39.19412]}",5410 NE OAK RIDGE ROAD 64119,39.19412,-94.512646
93,A & A TIRE & AUTO,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.594785, 38.979749]}",8147 WORNALL 64114-,38.979749,-94.594785
94,DICKEY'S BARBECUE  PIT,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.658586, 39.260655]}",9000 SKYVIEW AVENUE 64154-,39.260655,-94.658586
95,MIDWAY CONOCO,PACKAGE,"{'type': 'Point', 'coordinates': [-94.567936, 39.047358]}",4341 PASEO BLVD 64110,39.047358,-94.567936
96,ONE 3 STUDIOS,TAVERN,"{'type': 'Point', 'coordinates': [-94.578021, 39.091593]}",419 E 18TH STREET 64108-,39.091593,-94.578021
97,O'DOWD'S,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.593637, 39.04089]}",4742 PENNSYLVANIA AVENUE 64112,39.04089,-94.593637
99,CASH AMERICA PAWN OF KC 3,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.570438, 39.013809]}",6234 PASEO BLVD 64110-,39.013809,-94.570438
100,MARGARITA'S,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.602107, 39.07648]}",2829 SOUTHWEST BLVD 64108,39.07648,-94.602107
101,AMERICAN ROYAL ASSOCIATION,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.605134, 39.090756]}",1701 AMERICAN ROYAL COURT 64102-,39.090756,-94.605134
102,CASH AMERICA PAWN OF KANSAS CITY #4,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.51661, 39.105148]}",5600 INDEPENDENCE AVENUE 64123-,39.105148,-94.51661
103,SHERATON KANSAS CITY HOTEL AT CROWN CENTER,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.580455, 39.085018]}",2345 MCGEE 64108-,39.085018,-94.580455
104,QUINTON'S WALDO BAR & DELI,TAVERN,"{'type': 'Point', 'coordinates': [-94.594319, 38.993032]}",7438 WORNALL ROAD 64114-,38.993032,-94.594319
105,WINDSTARS #1704,PACKAGE,"{'type': 'Point', 'coordinates': [-94.581295, 39.093212]}",1704 GRAND BLVD 64108-,39.093212,-94.581295
106,IRON WOK,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.652721, 39.225104]}",6411 72ND STREET 64151-,39.225104,-94.652721
107,ACCURSO'S RESTAURANT AND CATERING,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.587254, 39.03703]}",4980 MAIN STREET 64112-,39.03703,-94.587254
108,DONALD LEE DAVIS MARKETING,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.50926, 39.112152]}",6200 ST. JOHN AVENUE 64123-,39.112152,-94.50926
109,"BEASTRO CAFE, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.531472, 39.007713]}",6800 ZOO DRIVE 64132,39.007713,-94.531472
110,DOMO SUSHI,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.59075, 39.01317]}",6322 BROOKSIDE PLAZA 64113-,39.01317,-94.59075
111,AMERICAN CAB,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.565745, 39.097592]}",1300 LYDIA 64106-0000,39.097592,-94.565745
113,BROCATO'S AUTO REPAIR SERVICE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.509426, 39.111882]}",104 BELMONT BLVD 64123-,39.111882,-94.509426
114,TENGO SED CANTINA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.582134, 39.098258]}",1323 WALNUT STREET 64106-,39.098258,-94.582134
115,CASA DE EVENTOS,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.593115, 39.085185]}",700 SOUTHWEST BLVD 64108-,39.085185,-94.593115
116,ERICH E. BRANDT,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.65089, 38.84985]}",13661 MAPLE STREET 66223-,38.84985,-94.65089
117,COX STANDARD,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.438235, 39.043469]}",4301 BLUE RIDGE 64133-,39.043469,-94.438235
118,DIRKS BAR AND GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.658843, 39.241778]}",8128-8134 PRAIRIE VIEW ROAD 64151,39.241778,-94.658843
119,DISCOUNT TIRE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.576614, 39.181561]}",4831 N OAK 64118-,39.181561,-94.576614
120,CARMENS CAFE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590639, 39.013718]}",6307 BROOKSIDE PLAZA 64113,39.013718,-94.590639
121,"BREWTOP PUB & PATIO, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.653103, 39.252551]}",8614 BOARDWALK AVENUE 64154-,39.252551,-94.653103
122,EVERYDAY CONOCO,PACKAGE,"{'type': 'Point', 'coordinates': [-94.549026, 39.124082]}",840 MONTGALL AVENUE 64120-,39.124082,-94.549026
123,DLS TIRE CENTERS,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.590606, 39.059523]}",3744 BROADWAY STREET 64111-,39.059523,-94.590606
124,APPLEBEE'S NEIGHBORHOOD GRILL & BAR -2,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.656121, 39.246998]}",6530 NW BARRY ROAD 64154-,39.246998,-94.656121
125,SPROUTS FARMERS MARKETS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.477805, 39.227356]}",8383 BOOTH AVENUE 64158-,39.227356,-94.477805
126,A BOMMARITO WINES,WHOLESALER,"{'type': 'Point', 'coordinates': [-90.349705, 38.610607]}",2827 S BRENTWOOD BLVD 63144-,38.610607,-90.349705
127,QUIK TRIP #204,PACKAGE,"{'type': 'Point', 'coordinates': [-94.503522, 39.093654]}",6641 TRUMAN ROAD 64126-2639,39.093654,-94.503522
128,SUPERIOR MINI  MART,PACKAGE,"{'type': 'Point', 'coordinates': [-94.537042, 39.113043]}",3701 ST JOHN AVENUE 64123-,39.113043,-94.537042
129,CHECKSMART 4,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.5195, 39.105267]}",5358 INDEPENDENCE AVENUE 64124-,39.105267,-94.5195
130,CHUBBY'S ON BROADWAY,AMUSEMENT DEVICE EXHIBITOR,"{'type': 'Point', 'coordinates': [-94.590636, 39.059072]}",3756 BROADWAY 64111-,39.059072,-94.590636
131,RELIABLE FINANCIAL SERVICES 2,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.4926, 38.951731]}",8340 E BANNISTER ROAD 64134-,38.951731,-94.4926
132,LATE MODEL AUTO PARTS,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.518779, 39.100098]}",5420 E 10TH STREET 64127-,39.100098,-94.518779
133,TERI'S BIGGER JIGGER,TAVERN,"{'type': 'Point', 'coordinates': [-94.50958, 39.112168]}",6120 ST. JOHN AVENUE 64123-,39.112168,-94.50958
134,BORDER BREWING COMPANY,TAVERN,"{'type': 'Point', 'coordinates': [-94.589019, 39.091084]}",406 18TH STREET 64108-,39.091084,-94.589019
136,QUIK TRIP #207,PACKAGE,"{'type': 'Point', 'coordinates': [-94.483126, 39.106953]}",8501 WINNER ROAD 64125-1144,39.106953,-94.483126
138,ACE AUTO L.L.C,SECONDARY METAL RECYCLER,"{'type': 'Point', 'coordinates': [-94.493738, 39.065009]}",7300 US 40 HIGHWAY 64129-,39.065009,-94.493738
139,"PEANUT,, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.587276, 39.03659]}",5000 MAIN STREET 64112,39.03659,-94.587276
140,POP'S QUIK SHOP,PACKAGE,"{'type': 'Point', 'coordinates': [-94.54161, 39.102178]}",3402 E 9TH STREET 64124-,39.102178,-94.54161
141,"MISSOURI BEVERAGE CO., INC",WHOLESALER,"{'type': 'Point', 'coordinates': [-90.294926, 38.619205]}",6331 KNOX INDUSTRIAL DRIVE 63139-,38.619205,-90.294926
142,WAFFLE HOUSE #1608,AMUSEMENT DEVICE EXHIBITOR,"{'type': 'Point', 'coordinates': [-94.655496, 39.228992]}",9750 NW PRAIRIE VIEW ROAD 64151-,39.228992,-94.655496
143,PR'S  PLACE,TAVERN,"{'type': 'Point', 'coordinates': [-94.589925, 39.091499]}",1741 WASHINGTON 64108-,39.091499,-94.589925
144,BROOKS AUTO SERVICE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.592552, 39.092983]}",709 17TH STREET 64108-,39.092983,-94.592552
145,"ARAMARK, SPORTS AND ENTERTAINMENT SERVICES LLC - ARROWHEAD",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.486274, 39.048755]}",1 ARROWHEAD DRIVE 64129-,39.048755,-94.486274
146,BUCKEYE TITLE LOANS 3,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.577569, 39.068938]}",600 E LINWOOD BLVD 64109-,39.068938,-94.577569
147,75TH STREET BREWERY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.595834, 38.992546]}",512-520 W 75TH STREET 64114,38.992546,-94.595834
148,POKE A DOT LOUNGE.,TAVERN,"{'type': 'Point', 'coordinates': [-94.595514, 38.965901]}",8934 WORNALL 64114-,38.965901,-94.595514
149,D & M TIRE SERVICE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.552119, 39.083937]}",2337 PROSPECT 64127-,39.083937,-94.552119
150,GOODYEAR AUTO SERVICE CENTER,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.594406, 38.990182]}",7620 WORNALL 64114-,38.990182,-94.594406
151,MARKET 3 DELI GROCERY STUFF YOU NEED,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.585546, 39.109448]}",114 W 3RD STREET 64105-,39.109448,-94.585546
153,PUBLIC TRANSPORT,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.545636, 39.169031]}",4130 N KANSAS AVENUE 64117-,39.169031,-94.545636
154,CARRIAGE CLUB,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.607465, 39.03369]}",5301 STATE LINE ROAD 64112,39.03369,-94.607465
155,BOBS N MOTION,TAVERN,"{'type': 'Point', 'coordinates': [-94.574005, 39.023139]}",5709 TROOST AVENUE 64110,39.023139,-94.574005
157,CHUCK E. CHEESE'S,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.658459, 39.261146]}",9196 SKYVIEW AVENUE 64154-,39.261146,-94.658459
158,7-ELEVEN STORE #26369C,PACKAGE,"{'type': 'Point', 'coordinates': [-94.543602, 39.106034]}",3201 INDEPENDENCE AVENUE 64124-,39.106034,-94.543602
159,ADVANCE AMERICA #3881,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.58372, 38.948371]}",606 99TH STREET 64131-4201,38.948371,-94.58372
160,PICK N PULL  AUTO DISMANTLERS II,WASTE TIRE SITE,"{'type': 'Point', 'coordinates': [-94.489494, 39.093496]}",8012 E TRUMAN ROAD 64126-,39.093496,-94.489494
162,NGUYEN PHO & GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.580443, 39.10864]}",500 GRAND BLVD 64106-,39.10864,-94.580443
163,WORLD MARKET,PACKAGE,"{'type': 'Point', 'coordinates': [-94.606352, 38.88141]}",1111 136TH STREET 64145,38.88141,-94.606352
164,WESTPORT ALE HOUSE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.589686, 39.052167]}",4128 BROADWAY 64111-,39.052167,-94.589686
165,JOHN'S BIG DECK..,TAVERN,"{'type': 'Point', 'coordinates': [-94.585486, 39.102732]}",928 WYANDOTTE 64105-,39.102732,-94.585486
166,"TERRACE ON GRAND,THE",TAVERN,"{'type': 'Point', 'coordinates': [-94.581206, 39.095012]}",1520 GRAND BLVD 64108-,39.095012,-94.581206
167,PIROPOS,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.599006, 39.170321]}",4141 N MULBERRY 64116-,39.170321,-94.599006
168,CHAR BAR,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.591816, 39.053281]}",4050 PENNSYLVANIA 64111-,39.053281,-94.591816
169,SAM'S CLUB #6247,PACKAGE,"{'type': 'Point', 'coordinates': [-94.460433, 39.239672]}",8130 N CHURCH ROAD 64158-,39.239672,-94.460433
170,WHITE KNIGHT LIMOUSINE,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.574838, 39.110771]}",401 CHARLOTTE 64106-,39.110771,-94.574838
171,FRIC AND FRAC  RESTAURANT,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.60527, 39.057308]}",1700 39TH STREET 64111,39.057308,-94.60527
172,PRINCE AUTO LLC,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.507816, 38.93113]}",10612 BLUE RIDGE BLVD 64134-,38.93113,-94.507816
173,MINIBAR,TAVERN,"{'type': 'Point', 'coordinates': [-94.590712, 39.057752]}",3810 BROADWAY 64111-,39.057752,-94.590712
174,WALGREENS #4210,PACKAGE,"{'type': 'Point', 'coordinates': [-94.574379, 39.013278]}",1100 E 63RD STREET 64110-,39.013278,-94.574379
175,FALCO'S TRUCK & PARTS,SECONDARY METAL RECYCLER,"{'type': 'Point', 'coordinates': [-94.529447, 39.094108]}",4532 TRUMAN ROAD 64127-,39.094108,-94.529447
176,2016 MAIN,TAVERN,"{'type': 'Point', 'coordinates': [-94.583783, 39.088576]}",2016 MAIN STREET 64108-,39.088576,-94.583783
177,HOTEL PHILLIPS,TAVERN,"{'type': 'Point', 'coordinates': [-94.581914, 39.099912]}",106 12TH STREET 64106,39.099912,-94.581914
178,SASHA'S BAKING CO,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.58448, 39.103593]}",105 W 9TH STREET 64105-,39.103593,-94.58448
179,GQ RESTAURANT & LOUNGE,TAVERN,"{'type': 'Point', 'coordinates': [-94.55419499999999, 39.042909]}",4551 PROSPECT AVENUE 64130-,39.042909,-94.55419499999999
180,HARVEY'S OPERATED BY BRANCATOS CATERING II,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.584265, 39.084138]}",30 PERSHING ROAD 64108-,39.084138,-94.584265
